Case,Activity,Resource,Timestamp,Complete Timestamp
173691,O_SENT,,2011-10-03 16:56:19,2011-10-03 16:56:19
173691,O_SENT_BACK,,2011-10-10 10:14:43,2011-10-10 10:14:43
173691,W_Completeren aanvraag,,2011-10-01 11:37:32,2011-10-01 11:43:13
173691,W_Completeren aanvraag,,2011-10-01 14:27:57,2011-10-01 14:35:48
173691,W_Nabellen offertes,,2011-10-01 14:36:13,2011-10-01 14:36:25
173691,W_Nabellen offertes,,2011-10-03 16:54:43,2011-10-03 16:56:21
173691,W_Nabellen offertes,,2011-10-03 16:56:34,2011-10-03 16:57:16
173691,W_Nabellen offertes,11049,2011-10-10 10:13:44,2011-10-10 10:14:45
173691,W_Valideren aanvraag,10809,2011-10-10 11:12:36,2011-10-10 11:30:54
173691,W_Valideren aanvraag,10809,2011-10-10 14:11:42,2011-10-10 14:14:13
173691,W_Valideren aanvraag,10809,2011-10-10 14:14:52,2011-10-10 14:17:34
173694,A_ACCEPTED,,2011-10-03 13:34:25,2011-10-03 13:34:25
173694,A_ACTIVATED,,2011-11-04 16:04:52,2011-11-04 16:04:52
173694,A_APPROVED,,2011-11-04 16:04:52,2011-11-04 16:04:52
173694,A_FINALIZED,,2011-10-03 13:40:14,2011-10-03 13:40:14
173694,A_PARTLYSUBMITTED,,2011-10-01 08:10:30,2011-10-01 08:10:30
173694,A_PREACCEPTED,,2011-10-01 08:11:13,2011-10-01 08:11:13
173694,A_REGISTERED,,2011-11-04 16:04:52,2011-11-04 16:04:52
173694,A_SUBMITTED,,2011-10-01 08:10:30,2011-10-01 08:10:30
173694,O_ACCEPTED,,2011-11-04 16:04:52,2011-11-04 16:04:52
173694,O_CANCELLED,,2011-10-03 13:44:17,2011-10-03 13:44:17
173694,O_CANCELLED,,2011-10-17 19:43:53,2011-10-17 19:43:53
173694,O_CREATED,,2011-10-03 13:40:15,2011-10-03 13:40:15
173694,O_CREATED,,2011-10-03 13:44:19,2011-10-03 13:44:19
173694,O_CREATED,,2011-10-17 19:43:55,2011-10-17 19:43:55
173694,O_SELECTED,,2011-10-03 13:40:14,2011-10-03 13:40:14
173694,O_SELECTED,,2011-10-03 13:44:17,2011-10-03 13:44:17
173694,O_SELECTED,,2011-10-17 19:43:53,2011-10-17 19:43:53
173694,O_SENT,,2011-10-03 13:40:15,2011-10-03 13:40:15
173694,O_SENT,,2011-10-03 13:44:19,2011-10-03 13:44:19
173694,O_SENT,,2011-10-17 19:43:55,2011-10-17 19:43:55
173694,O_SENT_BACK,,2011-11-02 09:15:16,2011-11-02 09:15:16
173694,W_Completeren aanvraag,10912,2011-10-01 11:31:25,2011-10-01 11:35:59
173694,W_Completeren aanvraag,,2011-10-03 11:12:02,2011-10-03 11:21:22
173694,W_Completeren aanvraag,11201,2011-10-03 13:21:06,2011-10-03 13:32:43
173694,W_Completeren aanvraag,11201,2011-10-03 13:32:52,2011-10-03 13:40:17
173694,W_Nabellen offertes,11201,2011-10-03 13:40:42,2011-10-03 13:44:21
173694,W_Nabellen offertes,,2011-10-10 16:46:59,2011-10-10 16:47:18
173694,W_Nabellen offertes,11119,2011-10-10 19:29:54,2011-10-10 19:34:36
173694,W_Nabellen offertes,10912,2011-10-14 18:15:44,2011-10-14 18:16:42
173694,W_Nabellen offertes,10861,2011-10-17 19:41:28,2011-10-17 19:43:57
173694,W_Nabellen offertes,,2011-10-25 10:46:08,2011-10-25 10:50:48
173694,W_Nabellen offertes,11203,2011-10-26 18:48:57,2011-10-26 18:50:22
173694,W_Nabellen offertes,11181,2011-10-29 12:39:08,2011-10-29 12:41:29
173694,W_Nabellen offertes,11189,2011-11-01 14:54:40,2011-11-01 14:55:35
173694,W_Nabellen offertes,11119,2011-11-01 17:16:31,2011-11-01 17:21:02
173694,W_Nabellen offertes,11049,2011-11-02 09:11:44,2011-11-02 09:15:18
173694,W_Valideren aanvraag,10609,2011-11-04 15:24:21,2011-11-04 16:05:01
173697,A_DECLINED,,2011-10-01 08:11:46,2011-10-01 08:11:46
173697,A_PARTLYSUBMITTED,,2011-10-01 08:11:09,2011-10-01 08:11:09
173697,A_SUBMITTED,,2011-10-01 08:11:08,2011-10-01 08:11:08
173700,A_DECLINED,,2011-10-01 08:16:21,2011-10-01 08:16:21
173700,A_PARTLYSUBMITTED,,2011-10-01 08:15:40,2011-10-01 08:15:40
173700,A_SUBMITTED,,2011-10-01 08:15:39,2011-10-01 08:15:39
173703,A_CANCELLED,,2011-10-01 13:02:11,2011-10-01 13:02:11
173703,A_PARTLYSUBMITTED,,2011-10-01 09:45:25,2011-10-01 09:45:25
173703,A_PREACCEPTED,,2011-10-01 09:46:18,2011-10-01 09:46:18
173703,A_SUBMITTED,,2011-10-01 09:45:25,2011-10-01 09:45:25
173703,W_Completeren aanvraag,10912,2011-10-01 11:37:46,2011-10-01 11:40:24
173703,W_Completeren aanvraag,10912,2011-10-01 12:40:26,2011-10-01 13:02:12
173706,A_DECLINED,,2011-10-01 14:59:58,2011-10-01 14:59:58
173706,A_PARTLYSUBMITTED,,2011-10-01 09:45:37,2011-10-01 09:45:37
173706,A_PREACCEPTED,,2011-10-01 10:16:48,2011-10-01 10:16:48
173706,A_SUBMITTED,,2011-10-01 09:45:37,2011-10-01 09:45:37
173706,W_Afhandelen leads,10912,2011-10-01 10:15:43,2011-10-01 10:16:49
173706,W_Completeren aanvraag,10912,2011-10-01 11:49:28,2011-10-01 11:50:14
173706,W_Completeren aanvraag,10912,2011-10-01 11:50:21,2011-10-01 11:53:55
173706,W_Completeren aanvraag,,2011-10-01 14:50:26,2011-10-01 15:00:02
173709,A_CANCELLED,,2011-11-01 09:15:08,2011-11-01 09:15:08
173709,A_PARTLYSUBMITTED,,2011-10-01 09:57:43,2011-10-01 09:57:43
173709,A_PREACCEPTED,,2011-10-01 09:58:27,2011-10-01 09:58:27
173709,A_SUBMITTED,,2011-10-01 09:57:42,2011-10-01 09:57:42
173709,W_Completeren aanvraag,10912,2011-10-01 10:26:42,2011-10-01 10:27:07
173709,W_Completeren aanvraag,10912,2011-10-01 11:40:40,2011-10-01 11:43:02
173709,W_Completeren aanvraag,10982,2011-10-10 17:42:24,2011-10-10 17:43:13
173709,W_Completeren aanvraag,,2011-11-01 09:15:08,2011-11-01 09:15:08
173712,A_CANCELLED,,2011-10-03 14:42:53,2011-10-03 14:42:53
173712,A_PARTLYSUBMITTED,,2011-10-01 09:58:30,2011-10-01 09:58:30
173712,A_PREACCEPTED,,2011-10-01 10:10:24,2011-10-01 10:10:24
173712,A_SUBMITTED,,2011-10-01 09:58:30,2011-10-01 09:58:30
173712,W_Afhandelen leads,10912,2011-10-01 10:08:36,2011-10-01 10:10:25
173712,W_Completeren aanvraag,11019,2011-10-01 12:59:13,2011-10-01 13:03:35
173712,W_Completeren aanvraag,11180,2011-10-03 11:16:05,2011-10-03 11:17:29
173712,W_Completeren aanvraag,11180,2011-10-03 14:39:34,2011-10-03 14:42:55
173715,A_ACCEPTED,,2011-10-01 12:24:32,2011-10-01 12:24:32
173715,A_DECLINED,,2011-10-13 11:05:24,2011-10-13 11:05:24
173715,A_FINALIZED,,2011-10-01 12:30:20,2011-10-01 12:30:20
173715,A_PARTLYSUBMITTED,,2011-10-01 09:59:10,2011-10-01 09:59:10
173715,A_PREACCEPTED,,2011-10-01 09:59:42,2011-10-01 09:59:42
173715,A_SUBMITTED,,2011-10-01 09:59:10,2011-10-01 09:59:10
173715,O_CREATED,,2011-10-01 12:30:21,2011-10-01 12:30:21
173715,O_DECLINED,,2011-10-13 11:05:24,2011-10-13 11:05:24
173715,O_SELECTED,,2011-10-01 12:30:20,2011-10-01 12:30:20
173715,O_SENT,,2011-10-01 12:30:21,2011-10-01 12:30:21
173715,O_SENT_BACK,,2011-10-10 12:54:03,2011-10-10 12:54:03
173715,W_Completeren aanvraag,,2011-10-01 11:44:00,2011-10-01 11:46:06
173715,W_Completeren aanvraag,10912,2011-10-01 12:18:51,2011-10-01 12:30:24
173715,W_Nabellen offertes,10913,2011-10-08 16:35:18,2011-10-08 16:38:17
173715,W_Nabellen offertes,10899,2011-10-10 12:53:54,2011-10-10 12:54:04
173715,W_Valideren aanvraag,10138,2011-10-13 11:00:48,2011-10-13 11:05:28
173718,A_ACCEPTED,,2011-10-01 10:42:21,2011-10-01 10:42:21
173718,A_ACTIVATED,,2011-10-27 09:17:53,2011-10-27 09:17:53
173718,A_APPROVED,,2011-10-27 09:17:53,2011-10-27 09:17:53
173718,A_FINALIZED,,2011-10-01 10:44:40,2011-10-01 10:44:40
173718,A_PARTLYSUBMITTED,,2011-10-01 10:37:39,2011-10-01 10:37:39
173718,A_PREACCEPTED,,2011-10-01 10:38:20,2011-10-01 10:38:20
173718,A_REGISTERED,,2011-10-27 09:17:53,2011-10-27 09:17:53
173718,A_SUBMITTED,,2011-10-01 10:37:39,2011-10-01 10:37:39
173718,O_ACCEPTED,,2011-10-27 09:17:53,2011-10-27 09:17:53
173718,O_CANCELLED,,2011-10-01 10:46:52,2011-10-01 10:46:52
173718,O_CREATED,,2011-10-01 10:44:42,2011-10-01 10:44:42
173718,O_CREATED,,2011-10-01 10:46:54,2011-10-01 10:46:54
173718,O_SELECTED,,2011-10-01 10:44:40,2011-10-01 10:44:40
173718,O_SELECTED,,2011-10-01 10:46:52,2011-10-01 10:46:52
173718,O_SENT,,2011-10-01 10:44:42,2011-10-01 10:44:42
173718,O_SENT,,2011-10-01 10:46:54,2011-10-01 10:46:54
173718,O_SENT_BACK,,2011-10-10 10:55:04,2011-10-10 10:55:04
173718,W_Completeren aanvraag,,2011-10-01 10:38:48,2011-10-01 10:44:43
173718,W_Nabellen incomplete dossiers,,2011-10-13 13:01:57,2011-10-13 13:05:42
173718,W_Nabellen incomplete dossiers,10629,2011-10-13 13:52:13,2011-10-13 13:53:16
173718,W_Nabellen incomplete dossiers,11122,2011-10-13 16:51:40,2011-10-13 17:12:01
173718,W_Nabellen incomplete dossiers,11122,2011-10-13 17:12:16,2011-10-13 17:14:13
173718,W_Nabellen incomplete dossiers,11122,2011-10-13 17:14:15,2011-10-13 17:14:26
173718,W_Nabellen incomplete dossiers,10913,2011-10-15 15:13:04,2011-10-15 15:17:31
173718,W_Nabellen incomplete dossiers,10913,2011-10-15 16:56:05,2011-10-15 16:56:14
173718,W_Nabellen incomplete dossiers,,2011-10-17 13:31:52,2011-10-17 13:32:51
173718,W_Nabellen incomplete dossiers,,2011-10-17 14:28:20,2011-10-17 14:28:36
173718,W_Nabellen incomplete dossiers,10889,2011-10-18 16:14:48,2011-10-18 16:46:24
173718,W_Nabellen incomplete dossiers,11002,2011-10-18 17:23:36,2011-10-18 17:46:34
173718,W_Nabellen incomplete dossiers,,2011-10-19 09:04:40,2011-10-19 09:17:01
173718,W_Nabellen incomplete dossiers,,2011-10-19 09:17:06,2011-10-19 09:24:19
173718,W_Nabellen incomplete dossiers,11049,2011-10-20 09:30:20,2011-10-20 09:30:32
173718,W_Nabellen incomplete dossiers,11121,2011-10-24 15:18:56,2011-10-24 15:24:55
173718,W_Nabellen incomplete dossiers,,2011-10-26 08:11:48,2011-10-26 08:12:38
173718,W_Nabellen offertes,,2011-10-01 10:44:54,2011-10-01 10:44:58
173718,W_Nabellen offertes,,2011-10-01 10:45:27,2011-10-01 10:46:56
173718,W_Nabellen offertes,,2011-10-01 10:47:14,2011-10-01 10:50:20
173718,W_Nabellen offertes,,2011-10-01 10:50:29,2011-10-01 10:50:34
173718,W_Nabellen offertes,11002,2011-10-08 16:29:16,2011-10-08 16:31:37
173718,W_Nabellen offertes,11049,2011-10-10 10:54:21,2011-10-10 10:55:07
173718,W_Valideren aanvraag,10629,2011-10-13 12:09:25,2011-10-13 12:36:12
173718,W_Valideren aanvraag,10972,2011-10-19 08:40:06,2011-10-19 08:53:21
173718,W_Valideren aanvraag,10972,2011-10-27 09:02:10,2011-10-27 09:18:01
173721,A_ACCEPTED,,2011-10-01 11:18:36,2011-10-01 11:18:36
173721,A_DECLINED,,2011-10-10 16:28:25,2011-10-10 16:28:25
173721,A_FINALIZED,,2011-10-01 11:20:47,2011-10-01 11:20:47
173721,A_PARTLYSUBMITTED,,2011-10-01 11:07:34,2011-10-01 11:07:34
173721,A_PREACCEPTED,,2011-10-01 11:08:17,2011-10-01 11:08:17
173721,A_SUBMITTED,,2011-10-01 11:07:34,2011-10-01 11:07:34
173721,O_CREATED,,2011-10-01 11:20:49,2011-10-01 11:20:49
173721,O_DECLINED,,2011-10-10 16:28:25,2011-10-10 16:28:25
173721,O_SELECTED,,2011-10-01 11:20:47,2011-10-01 11:20:47
173721,O_SENT,,2011-10-01 11:20:49,2011-10-01 11:20:49
173721,O_SENT_BACK,,2011-10-06 09:49:46,2011-10-06 09:49:46
173721,W_Completeren aanvraag,10939,2011-10-01 11:09:08,2011-10-01 11:20:50
173721,W_Nabellen incomplete dossiers,10912,2011-10-10 10:17:26,2011-10-10 10:20:04
173721,W_Nabellen incomplete dossiers,10912,2011-10-10 11:40:34,2011-10-10 11:42:32
173721,W_Nabellen incomplete dossiers,,2011-10-10 14:15:47,2011-10-10 14:22:14
173721,W_Nabellen incomplete dossiers,11009,2011-10-10 16:22:05,2011-10-10 16:28:29
173721,W_Nabellen offertes,10939,2011-10-01 11:21:20,2011-10-01 11:22:52
173721,W_Nabellen offertes,10939,2011-10-01 11:26:32,2011-10-01 11:32:54
173721,W_Nabellen offertes,,2011-10-04 14:44:10,2011-10-04 14:47:39
173721,W_Nabellen offertes,,2011-10-06 09:49:01,2011-10-06 09:49:47
173721,W_Valideren aanvraag,10609,2011-10-10 09:32:46,2011-10-10 10:06:09
173724,A_DECLINED,,2011-10-03 15:48:17,2011-10-03 15:48:17
173724,A_PARTLYSUBMITTED,,2011-10-01 11:52:14,2011-10-01 11:52:14
173724,A_PREACCEPTED,,2011-10-01 12:20:54,2011-10-01 12:20:54
173724,A_SUBMITTED,,2011-10-01 11:52:14,2011-10-01 11:52:14
173724,W_Afhandelen leads,10912,2011-10-01 12:04:34,2011-10-01 12:12:27
173724,W_Afhandelen leads,10939,2011-10-01 12:19:56,2011-10-01 12:20:55
173724,W_Completeren aanvraag,10912,2011-10-01 13:24:12,2011-10-01 13:27:08
173724,W_Completeren aanvraag,,2011-10-01 14:01:52,2011-10-01 14:02:01
173724,W_Completeren aanvraag,11000,2011-10-01 15:12:31,2011-10-01 15:15:17
173724,W_Completeren aanvraag,,2011-10-03 11:31:38,2011-10-03 11:33:42
173724,W_Completeren aanvraag,11201,2011-10-03 15:37:41,2011-10-03 15:48:20
173727,A_DECLINED,,2011-10-01 12:09:30,2011-10-01 12:09:30
173727,A_PARTLYSUBMITTED,,2011-10-01 12:08:46,2011-10-01 12:08:46
173727,A_SUBMITTED,,2011-10-01 12:08:46,2011-10-01 12:08:46
173730,A_ACCEPTED,,2011-10-01 15:36:06,2011-10-01 15:36:06
173730,A_ACTIVATED,,2011-10-21 09:08:14,2011-10-21 09:08:14
173730,A_APPROVED,,2011-10-21 09:08:14,2011-10-21 09:08:14
173730,A_FINALIZED,,2011-10-01 15:40:08,2011-10-01 15:40:08
173730,A_PARTLYSUBMITTED,,2011-10-01 12:36:09,2011-10-01 12:36:09
173730,A_PREACCEPTED,,2011-10-01 12:36:59,2011-10-01 12:36:59
173730,A_REGISTERED,,2011-10-21 09:08:14,2011-10-21 09:08:14
173730,A_SUBMITTED,,2011-10-01 12:36:08,2011-10-01 12:36:08
173730,O_ACCEPTED,,2011-10-21 09:08:14,2011-10-21 09:08:14
173730,O_CREATED,,2011-10-01 15:40:09,2011-10-01 15:40:09
173730,O_SELECTED,,2011-10-01 15:40:08,2011-10-01 15:40:08
173730,O_SENT,,2011-10-01 15:40:10,2011-10-01 15:40:10
173730,O_SENT_BACK,,2011-10-14 10:21:08,2011-10-14 10:21:08
173730,W_Completeren aanvraag,10912,2011-10-01 13:52:49,2011-10-01 13:55:31
173730,W_Completeren aanvraag,11203,2011-10-01 15:14:58,2011-10-01 15:15:12
173730,W_Completeren aanvraag,11203,2011-10-01 15:15:21,2011-10-01 15:31:19
173730,W_Completeren aanvraag,11203,2011-10-01 15:31:39,2011-10-01 15:40:12
173730,W_Nabellen incomplete dossiers,,2011-10-19 13:23:54,2011-10-19 13:32:57
173730,W_Nabellen incomplete dossiers,,2011-10-19 13:34:34,2011-10-19 13:36:44
173730,W_Nabellen incomplete dossiers,11122,2011-10-19 18:55:05,2011-10-19 19:11:47
173730,W_Nabellen incomplete dossiers,,2011-10-20 08:10:10,2011-10-20 08:10:36
173730,W_Nabellen incomplete dossiers,11169,2011-10-20 10:18:21,2011-10-20 10:27:48
173730,W_Nabellen incomplete dossiers,,2011-10-20 10:43:25,2011-10-20 10:45:06
173730,W_Nabellen incomplete dossiers,11169,2011-10-20 12:19:37,2011-10-20 12:32:33
173730,W_Nabellen incomplete dossiers,10972,2011-10-20 13:51:25,2011-10-20 13:52:22
173730,W_Nabellen incomplete dossiers,11049,2011-10-20 16:25:05,2011-10-20 16:25:42
173730,W_Nabellen offertes,11203,2011-10-01 15:43:00,2011-10-01 15:48:39
173730,W_Nabellen offertes,10913,2011-10-08 16:16:59,2011-10-08 16:20:20
173730,W_Nabellen offertes,,2011-10-10 20:47:16,2011-10-10 20:49:26
173730,W_Nabellen offertes,,2011-10-11 10:46:18,2011-10-11 10:47:04
173730,W_Nabellen offertes,10863,2011-10-11 19:54:03,2011-10-11 19:55:07
173730,W_Nabellen offertes,11180,2011-10-12 15:36:27,2011-10-12 15:37:20
173730,W_Nabellen offertes,11180,2011-10-13 18:34:47,2011-10-13 18:35:43
173730,W_Nabellen offertes,,2011-10-14 10:20:21,2011-10-14 10:21:10
173730,W_Valideren aanvraag,10809,2011-10-19 12:25:18,2011-10-19 13:20:05
173730,W_Valideren aanvraag,10972,2011-10-20 09:37:43,2011-10-20 10:08:56
173730,W_Valideren aanvraag,10972,2011-10-20 11:55:35,2011-10-20 12:00:47
173730,W_Valideren aanvraag,10972,2011-10-20 16:55:11,2011-10-21 06:15:05
173730,W_Valideren aanvraag,10809,2011-10-21 09:01:28,2011-10-21 09:05:10
173730,W_Valideren aanvraag,10972,2011-10-21 09:06:55,2011-10-21 09:08:21
173733,A_DECLINED,,2011-10-01 14:54:53,2011-10-01 14:54:53
173733,A_PARTLYSUBMITTED,,2011-10-01 12:39:34,2011-10-01 12:39:34
173733,A_SUBMITTED,,2011-10-01 12:39:34,2011-10-01 12:39:34
173733,W_Afhandelen leads,10939,2011-10-01 14:54:11,2011-10-01 14:54:56
173736,A_ACCEPTED,,2011-10-01 16:00:15,2011-10-01 16:00:15
173736,A_ACTIVATED,,2011-10-18 12:01:28,2011-10-18 12:01:28
173736,A_APPROVED,,2011-10-18 12:01:28,2011-10-18 12:01:28
173736,A_FINALIZED,,2011-10-01 16:05:26,2011-10-01 16:05:26
173736,A_PARTLYSUBMITTED,,2011-10-01 13:01:59,2011-10-01 13:01:59
173736,A_PREACCEPTED,,2011-10-01 13:02:44,2011-10-01 13:02:44
173736,A_REGISTERED,,2011-10-18 12:01:28,2011-10-18 12:01:28
173736,A_SUBMITTED,,2011-10-01 13:01:58,2011-10-01 13:01:58
173736,O_ACCEPTED,,2011-10-18 12:01:28,2011-10-18 12:01:28
173736,O_CANCELLED,,2011-10-04 12:59:20,2011-10-04 12:59:20
173736,O_CANCELLED,,2011-10-13 11:36:52,2011-10-13 11:36:52
173736,O_CREATED,,2011-10-01 16:05:27,2011-10-01 16:05:27
173736,O_CREATED,,2011-10-04 12:59:21,2011-10-04 12:59:21
173736,O_CREATED,,2011-10-13 11:36:53,2011-10-13 11:36:53
173736,O_SELECTED,,2011-10-01 16:05:26,2011-10-01 16:05:26
173736,O_SELECTED,,2011-10-04 12:59:20,2011-10-04 12:59:20
173736,O_SELECTED,,2011-10-13 11:36:52,2011-10-13 11:36:52
173736,O_SENT,,2011-10-01 16:05:27,2011-10-01 16:05:27
173736,O_SENT,,2011-10-04 12:59:21,2011-10-04 12:59:21
173736,O_SENT,,2011-10-13 11:36:53,2011-10-13 11:36:53
173736,O_SENT_BACK,,2011-10-10 13:33:58,2011-10-10 13:33:58
173736,O_SENT_BACK,,2011-10-18 10:20:36,2011-10-18 10:20:36
173736,W_Completeren aanvraag,11019,2011-10-01 15:25:56,2011-10-01 15:40:09
173736,W_Completeren aanvraag,11203,2011-10-01 15:49:16,2011-10-01 15:55:45
173736,W_Completeren aanvraag,11203,2011-10-01 15:56:00,2011-10-01 16:05:28
173736,W_Nabellen incomplete dossiers,,2011-10-13 10:58:34,2011-10-13 11:03:37
173736,W_Nabellen incomplete dossiers,,2011-10-13 11:04:05,2011-10-13 11:06:33
173736,W_Nabellen incomplete dossiers,,2011-10-13 11:06:53,2011-10-13 11:08:21
173736,W_Nabellen incomplete dossiers,11169,2011-10-13 11:27:32,2011-10-13 11:36:55
173736,W_Nabellen incomplete dossiers,,2011-10-13 12:14:36,2011-10-13 12:16:30
173736,W_Nabellen incomplete dossiers,,2011-10-18 10:20:13,2011-10-18 10:20:38
173736,W_Nabellen offertes,10982,2011-10-04 12:56:41,2011-10-04 12:59:22
173736,W_Nabellen offertes,10899,2011-10-10 13:33:49,2011-10-10 13:34:00
173736,W_Valideren aanvraag,10138,2011-10-13 10:30:56,2011-10-13 10:49:09
173736,W_Valideren aanvraag,10809,2011-10-18 11:50:29,2011-10-18 12:01:37
173739,A_ACCEPTED,,2011-10-01 15:54:11,2011-10-01 15:54:11
173739,A_ACTIVATED,,2011-10-14 16:22:47,2011-10-14 16:22:47
173739,A_APPROVED,,2011-10-14 16:22:47,2011-10-14 16:22:47
173739,A_FINALIZED,,2011-10-01 15:56:39,2011-10-01 15:56:39
173739,A_PARTLYSUBMITTED,,2011-10-01 13:12:58,2011-10-01 13:12:58
173739,A_PREACCEPTED,,2011-10-01 13:13:42,2011-10-01 13:13:42
173739,A_REGISTERED,,2011-10-14 16:22:47,2011-10-14 16:22:47
173739,A_SUBMITTED,,2011-10-01 13:12:58,2011-10-01 13:12:58
173739,O_ACCEPTED,,2011-10-14 16:22:47,2011-10-14 16:22:47
173739,O_CREATED,,2011-10-01 15:56:40,2011-10-01 15:56:40
173739,O_SELECTED,,2011-10-01 15:56:39,2011-10-01 15:56:39
173739,O_SENT,,2011-10-01 15:56:40,2011-10-01 15:56:40
173739,O_SENT_BACK,,2011-10-11 10:19:12,2011-10-11 10:19:12
173739,W_Completeren aanvraag,11000,2011-10-01 15:26:10,2011-10-01 15:27:27
173739,W_Completeren aanvraag,,2011-10-01 15:39:44,2011-10-01 15:42:01
173739,W_Completeren aanvraag,11000,2011-10-01 15:44:57,2011-10-01 15:56:43
173739,W_Nabellen incomplete dossiers,10939,2011-10-13 19:54:43,2011-10-13 20:01:47
173739,W_Nabellen incomplete dossiers,11019,2011-10-14 10:05:16,2011-10-14 10:06:41
173739,W_Nabellen incomplete dossiers,,2011-10-14 13:19:03,2011-10-14 13:19:58
173739,W_Nabellen incomplete dossiers,,2011-10-14 13:35:53,2011-10-14 13:37:05
173739,W_Nabellen incomplete dossiers,11000,2011-10-14 14:04:14,2011-10-14 14:05:18
173739,W_Nabellen incomplete dossiers,,2011-10-14 15:48:25,2011-10-14 15:49:18
173739,W_Nabellen offertes,11000,2011-10-01 16:00:15,2011-10-01 16:00:21
173739,W_Nabellen offertes,11000,2011-10-08 15:27:11,2011-10-08 15:32:48
173739,W_Nabellen offertes,,2011-10-11 10:18:32,2011-10-11 10:19:14
173739,W_Valideren aanvraag,10609,2011-10-13 12:56:47,2011-10-13 13:12:26
173739,W_Valideren aanvraag,10629,2011-10-13 14:30:14,2011-10-13 15:04:19
173739,W_Valideren aanvraag,10629,2011-10-14 16:21:08,2011-10-14 16:22:55
173742,A_DECLINED,,2011-10-14 15:52:04,2011-10-14 15:52:04
173742,A_PARTLYSUBMITTED,,2011-10-01 13:44:12,2011-10-01 13:44:12
173742,A_PREACCEPTED,,2011-10-01 14:56:21,2011-10-01 14:56:21
173742,A_SUBMITTED,,2011-10-01 13:44:12,2011-10-01 13:44:12
173742,W_Afhandelen leads,10939,2011-10-01 14:54:59,2011-10-01 14:56:22
173742,W_Completeren aanvraag,,2011-10-01 15:43:28,2011-10-01 15:50:01
173742,W_Completeren aanvraag,11180,2011-10-03 12:55:29,2011-10-03 12:56:17
173742,W_Completeren aanvraag,11201,2011-10-03 15:53:14,2011-10-03 15:55:10
173742,W_Completeren aanvraag,11169,2011-10-04 11:30:57,2011-10-04 11:35:15
173742,W_Completeren aanvraag,11179,2011-10-04 13:25:26,2011-10-04 13:26:21
173742,W_Completeren aanvraag,11122,2011-10-04 17:26:11,2011-10-04 17:27:09
173742,W_Completeren aanvraag,11180,2011-10-05 09:31:37,2011-10-05 09:32:15
173742,W_Completeren aanvraag,,2011-10-05 13:27:38,2011-10-05 13:28:37
173742,W_Completeren aanvraag,,2011-10-05 18:13:44,2011-10-05 18:14:09
173742,W_Completeren aanvraag,,2011-10-05 18:51:28,2011-10-05 18:53:18
173742,W_Completeren aanvraag,11201,2011-10-06 09:59:11,2011-10-06 10:00:04
