Case,Activity,Timestamp,Complete Timestamp,Resource
,Loan Disbursement,2025-01-03 22:40:50,2025-01-01 14:39:15,bank teller 1
7.0,Case Closure,2025/01/01 14:39:56,,Legal Advisor 1
8.0,Applicaton Receipt,03/01/2025 08:17:34,,Loan Officer 1
8.0,Document Verification,2025/01/01 10:55:23,,Clerk 1
,Credit Check,2025-01-01 11:25:53,2025-01-01 12:19:44,
8.0,Risk Assessment,2025-01-01 12:27:02,2025-01-01 13:09:38,Risk Analyst 1
,Approval Decision,01/01/2025 13:19:36,2025-01-01 13:49:32,Appraiser 1
8.0,Loan Agreement Prepartion,2025-01-02 10:07:02,2025-01-01 14:29:52,
8.0,Loan Disbursement,,2025-01-01 14:53:22,Credit Analyst 1
8.0,Case Closure,,2025-01-01 15:03:30,
9.0,Application Receipt,2025-01-02 03:42:26,2025-01-01 11:12:24,Bank Teller 1
9.0,Document Verification,2025-01-01 11:14:41,2025-01-01 11:57:49,Clerk 1
9.0,Credit Check,,2025-01-01 12:35:13,Credit Analyst 1
,Risk Assessment,2025-01-01 12:37:36,2025-01-01 13:14:13,Risk Analyst 1
9.0,Colleteral Evaluation,2025-01-01 14:33:24,2025-01-01 13:15:32,Appraiser 1
9.0,Approval Decision,2025-01-01 14:42:46,2025-01-01 15:01:38,Manager 1
9.0,Loan Agrement Preparation,,2025-01-01 15:49:36,
9.0,Loan Disbursement,01/01/2025 15:57:40,,Bank Teller 1
9.0,Case Closure,2025-01-01 16:34:04,2025-01-01 16:22:49,Loan Officer 1
,Application Receipt,2025-01-01 11:29:01,2025-01-01 11:12:12,Risk Analyst 1
72909.0,Document Verifcation,2025-01-01 11:33:02,2025-01-01 12:02:41,
72909.0,Credut Check,,2025-01-01 13:01:56,Risk Analyst 1
72909.0,Risk Assesment,2025-01-01 13:03:50,,Risk Analyst 1
72909.0,Approval Decision,,2025-01-01 14:03:16,
,Loan Agreement Preparation,2025-01-01 14:05:46,2025-01-01 14:54:34,Legal Advisor 1
72909.0,Loan Disbursement,2025-01-01 15:03:48,2025-01-01 15:14:30,Bank Teller 1
72909.0,Case Closure,2025-01-01 15:20:00,2025-01-01 15:32:05,
11.0,Notarization,,2025-01-01 12:04:09,
11.0,Document Verification,2025-01-01 12:05:48,2025-01-01 12:28:52,Credit Analyst 1
11.0,Credit Check,,2025-01-01 13:26:28,Credit Analyst 1
11.0,Risk Assessment,2025-01-01 13:27:03,2025-01-01 14:16:55,RISK ANALYST 1
,Aproval Decision,2025-01-01 14:20:42,2025-01-01 14:50:24,Manager 1
11.0,Rejection Notification,2025-01-02 14:48:20,,
11.0,Case Closure,2025-01-01 15:12:34,2025-01-01 15:17:34,Loan Officer 1
12.0,Document Verification,01/01/2025 12:25:57,2025-01-01 13:06:16,Clerk 1
12.0,Crdit Check,,2025-01-01 13:58:36,Appraiser1
12.0,Risk Assessment,2025-01-01 14:58:29,,
12.0,Approval Decision,,2025-01-01 15:31:18,
12.0,Loan Agreement Preparation,,,
12.0,Loan Disbursement,2025-01-01 16:39:37,,
,Case Closure,01.01.2025 17:12,,Loan Officer 1
,Application Receipt,01-01-2025 12:15,2025-01-01 12:27:20,Loan Officer 1
87651.0,Docuemnt Verification,,2025-01-01 12:57:10,Clerk 1
87651.0,Credit Check,2025-01-02 19:14:58,2025-01-01 13:44:29,Credit Analyst 1
87651.0,Risk Assessment,,,Risk Analyst 1
87651.0,Approval Decision,03/01/2025 05:43:11,,Clerk 1
,Loan Agreement Preparation,2025-01-01 15:08:50,2025-01-01 15:42:00,
87651.0,Loan Disbursement,01.01.2025 15:45,2025-01-01 16:09:33,BankTeller1
,Case Cloasure,2025-01-01 16:12:42,2025-01-01 16:22:43,Loan Officer 1
14.0,Application Receipt,2025-01-01 12:45:40,2025-01-01 12:59:07,Credit Analyst 1
14.0,Document Verifcation,2025/01/01 13:01:15,2025-01-01 13:29:28,
14.0,Credit Check,2025-01-01 13:38:17,,Risk Analyst 1
14.0,Risk Assessment,2025-01-04 03:55:04,2025-01-01 15:40:52,
14.0,Approval Decision,2025-01-01 15:49:12,,Manager 1
14.0,Loan Agreement Preparation,,,Legal Advisor 1
,Loan Disbursement,2025-01-01 16:52:48,2025-01-01 17:03:16,Appraiser 1
14.0,Case Closure,2025-01-01 17:03:21,2025-01-01 17:14:23,Loan Officer 1
15.0,Aplication Receipt,2025-01-01 13:14:27,,Loan Officer 1
15.0,Document Verification,2025-01-01 13:27:26,2025-01-01 13:51:25,Clerk 1
15.0,Credit Check,01.01.2025 13:57,2025-01-01 14:44:19,Credit Analyst 1
15.0,Risk Assessment,,2025-01-01 14:51:30,Risk Analyst 1
15.0,Collateral Evaluation,2025-01-01 15:38:13,2025-01-01 17:35:23,APPRAISER 1
,Approval Decisoin,2025-01-01 17:40:16,,Manager 1
15.0,Loan Agreement Preparation,03/01/2025 23:17:46,2025-01-01 18:49:58,Legal Advisor 1
15.0,Loan Disbursement,2025-01-01 18:54:12,2025-01-01 19:14:08,Bank Teller 1
15.0,Case Closure,2025-01-01 19:21:50,,Loan Officer 1
,Application Receipt,2025-01-01 13:29:41,,legal advisor 1
16.0,Document Verification,2025-01-01 13:44:56,2025-01-01 14:15:26,Credit Analyst 1
,Crdit Check,2025-01-01 15:26:40,2025-01-01 14:24:16,credit analyst 1
16.0,Risk Assessment,2025-01-01 15:35:01,2025-01-01 16:07:53,
16.0,Approval Decision,2025-01-01 16:13:43,,Manager 1
16.0,Loan Agreement Preparation,,2025-01-01 17:32:51,Risk Analyst 1
16.0,Case Closure,2025-01-01 18:13:40,2025-01-01 18:18:40,
45230.0,Application Receipt,2025-01-01 14:02:44,2025-01-01 13:44:41,Legal Advisor 1
45230.0,Document Varification,,2025-01-01 14:33:30,MANAGER 1
45230.0,Credit Check,2025-01-01 14:35:03,,Credit Analyst 1
45230.0,Risk Assessment,2025-01-01 15:56:31,2025-01-01 16:27:59,Risk Analyst 1
,Collateral Evaluation,2025-01-03 10:29:19,2025-01-01 18:09:23,
,Aproval Decision,2025-01-01 18:40:50,2025-01-01 18:16:45,
45230.0,Rejection Notification,01/01/2025 18:44:10,2025-01-01 18:59:04,Appraiser 1
,Case Closure,2025-01-01 19:07:42,2025-01-01 19:15:25,Loan Officer 1
18.0,Aplication Receipt,2025-01-01 14:00:01,2025-01-01 14:20:30,LOAN OFFICER 1
18.0,Document Verification,01.01.2025 14:41,,Loan Officer 1
18.0,Credit Check,2025-01-01 14:49:31,2025-01-01 15:29:35,Credit Analyst 1
18.0,Risk Assessment,2025-01-01 15:37:32,,risk analyst 1
18.0,Approval Decision,2025-01-01 16:50:49,2025-01-01 16:21:55,Manager 1
,Loan Disbursement,2025-01-01 17:48:42,,
18.0,Case Closure,2025-01-01 18:19:05,2025-01-01 18:28:35,Credit Analyst 1
19.0,Application Receipt,2025-01-01 14:29:38,2025-01-01 14:52:35,CLERK 1
19.0,Document Verification,2025-01-01 14:54:22,,
,Credit Check,01.01.2025 15:48,2025-01-01 16:37:30,
,Risk Assessment,2025-01-01 16:41:51,,RISK ANALYST 1
19.0,Approval Decision,,2025-01-01 17:55:43,Clerk 1
19.0,Rejection Notification,01-01-2025 18:14,2025-01-01 18:00:50,
,Notarization,2025-01-01 18:18:27,2025-01-01 18:26:25,Legal Advisor 1
20.0,Application Receipt,,2025-01-01 14:53:15,Loan Officer 1
20.0,Document Varification,2025-01-01 15:00:27,2025-01-01 15:29:51,
20.0,Credit Check,2025-01-01 15:33:29,2025-01-01 16:05:37,CREDIT ANALYST 1
20.0,Risk Assessment,2025-01-04 12:27:35,2025-01-01 16:41:44,RISK ANALYST 1
20.0,Aproval Decision,2025-01-01 16:44:52,2025-01-01 17:05:15,Manager 1
,Loan Agreement Preparation,,2025-01-01 17:57:08,Legal Advisor 1
20.0,Loan Disburesment,,2025-01-01 18:16:05,Bank Teller 1
20.0,Case Closure,01.01.2025 18:20,,
,Applicaton Receipt,,2025-01-01 15:15:00,Loan Officer 1
21.0,Document Verification,2025-01-01 15:24:02,2025-01-01 15:48:58,Manager 1
21.0,Credit Check,,2025-01-01 16:37:43,CREDIT ANALYST 1
21.0,Risk Assesment,,2025-01-01 17:15:17,Risk Analyst 1
21.0,Approval Decision,,2025-01-01 17:52:16,Bank Teller 1
,Loan Agreement Preparation,,2025-01-01 18:33:16,Legal Advisor 1
21.0,Loan Disbursement,01-01-2025 18:35,2025-01-01 18:56:35,Bank Teller 1
21.0,Case Closure,,2025-01-01 19:15:40,Loan Officer 1
,Application Reciept,2025-01-01 15:09:47,,Loan Officer 1
22.0,Document Verification,,2025-01-01 15:59:32,
22.0,Credit Check,2025-01-01 16:06:16,2025-01-01 16:38:04,
22.0,Risk Assessmnt,2025-01-01 16:40:19,2025-01-01 17:21:01,Risk Analyst 1
,Approval Decision,2025-01-01 17:49:44,,
22.0,Loan Agreement Preparation,2025-01-01 17:54:29,2025-01-01 18:41:46,Risk Analyst 1
22.0,Loan Disbursement,2025-01-01 18:45:55,2025-01-01 19:04:20,Bank Teller 1
22.0,Case Closure,2025-01-01 19:10:38,,Loan Officer 1
23.0,Application Receipt,2025-01-01 15:24:39,,Appraiser 1
23.0,Document Verification,2025-01-01 15:52:58,2025-01-01 16:23:27,Risk Analyst 1
23.0,Credit Check,2025-01-01 16:27:42,2025-01-01 17:12:03,
23.0,Risk Assessment,2025-01-01 17:13:48,2025-01-01 18:05:28,Risk Analyst 1
23.0,Aproval Decision,,2025-01-01 18:29:04,Bank Teller 1
23.0,Loan Agreement Preparation,2025-01-01 18:31:34,2025-01-01 19:22:58,Legal Advisor 1
23.0,Loan Disbursement,01.01.2025 19:30,2025-01-01 19:46:29,Bank Teller 1
23.0,Case Closure,2025-01-01 19:53:09,2025-01-01 20:07:11,Loan Officer 1
,Application Receipt,2025-01-01 15:52:29,2025-01-01 16:07:04,Loan Officer 1
24.0,Document Varification,,2025-01-01 16:47:01,Clerk 1
,Credut Check,2025-01-04 07:02:26,2025-01-01 17:32:46,credit analyst 1
24.0,Risk Assessment,,2025-01-01 18:12:33,
24.0,Approval Decision,2025-01-01 18:15:01,2025-01-01 18:40:45,
24.0,Rejection Notifcation,2025-01-01 18:57:30,2025-01-01 18:47:08,Clerk 1
24.0,Case Closure,,2025-01-01 19:10:08,Loan Officer 1
25.0,Aplication Receipt,2025-01-03 19:01:42,2025-01-01 16:16:55,Loan Officer 1
25.0,Document Verification,2025-01-01 16:18:18,2025-01-01 16:57:20,Bank Teller 1
,Crdit Check,,2025-01-01 17:43:10,
25.0,Risk Assessment,,2025-01-01 18:09:07,Risk Analyst 1
25.0,Collateral Evaluaton,2025-01-01 18:13:11,2025-01-01 19:23:11,
25.0,Approvel Decision,,2025-01-01 19:48:37,Manager 1
,Loan Agreement Preparation,2025-01-01 19:52:49,2025-01-01 20:48:46,
25.0,Loan Disbursement,2025-01-02 22:33:27,,Bank Teller 1
,Case Closure,,2025-01-01 21:30:51,
26.0,Aplication Receipt,01.01.2025 16:21,2025-01-01 16:32:10,Loan Officer 1
,Document Verification,2025-01-01 16:41:42,2025-01-01 17:00:07,Clerk 1
26.0,Credit Check,2025-01-01 17:05:35,2025-01-01 18:05:17,Credit Analyst 1
26.0,Risk Assessment,01-01-2025 18:11,2025-01-01 18:52:36,Risk Analyst 1
26.0,Approvel Decision,2025-01-01 18:56:58,2025-01-01 19:26:07,
26.0,Rejection Notifcation,,2025-01-01 19:26:24,Appraiser 1
26.0,Case Closure,01.01.2025 19:38,,Loan Officer 1
25161.0,Application Receipt,2025-01-01 16:40:25,2025-01-01 16:59:22,Loan Officer 1
25161.0,Document Verification,2025-01-01 17:05:00,2025-01-01 17:36:21,clerk 1
25161.0,Credit Check,2025-01-01 17:36:38,2025-01-01 18:22:35,CREDIT ANALYST 1
,Risk Assesment,,2025-01-01 19:02:59,Risk Analyst 1
25161.0,Colateral Evaluation,,,appraiser 1
25161.0,Approval Decision,2025-01-01 20:26:45,2025-01-01 20:54:36,credit analyst 1
,Loan Agreement Preparation,2025-01-01 21:35:06,,Legal Advisor 1
25161.0,Loan Disburesment,2025-01-01 21:43:25,2025-01-01 22:09:10,Bank Teller 1
,Case Closure,,2025-01-01 22:22:13,Loan Officer 1
28.0,Application Receipt,2025-01-01 17:10:25,,Manager 1
28.0,Document Verification,2025-01-01 17:55:51,2025-01-01 17:33:37,Clerk 1
,Credit Check,2025-01-01 18:05:21,2025-01-01 18:38:58,Clerk 1
28.0,Risk Assesment,2025-01-01 18:40:57,,RiskAnalyst1
,Approval Decision,2025-01-01 19:53:22,,Manager 1
,Loan Agreement Prepartion,01/01/2025 20:00:03,2025-01-01 20:38:36,Legal Advisor 1
28.0,Loan Disbursement,,2025-01-01 21:04:13,Bank Teller 1
28.0,Case Closure,2025-01-01 21:23:55,2025-01-01 21:11:54,Loan Officer 1
,Application Reciept,2025-01-01 17:22:42,2025-01-01 17:42:28,Risk Analyst 1
29.0,Document Verification,2025-01-01 17:43:32,2025-01-01 18:20:22,CLERK 1
29.0,Crdit Check,01/01/2025 18:27:09,2025-01-01 19:18:49,
,Risk Assessment,2025-01-01 19:28:23,2025-01-01 19:55:46,Risk Analyst 1
,Approval Decision,,2025-01-01 20:27:17,Manager 1
29.0,Rejection Notification,,2025-01-01 20:43:13,Clerk 1
29.0,Case Closure,2025-01-01 20:50:56,2025-01-01 20:59:57,loan officer 1
30.0,Application Receipt,,2025-01-01 18:00:28,Loan Officer 1
,Document Varification,2025-01-01 18:04:45,2025-01-01 18:27:31,Clerk 1
30.0,Credit Check,2025-01-01 18:31:13,2025-01-01 19:10:16,CreditAnalyst1
30.0,Risk Assessment,,2025-01-01 19:58:25,
,Collateral Evaluation,,,
,Aproval Decision,,2025-01-01 22:57:31,Appraiser 1
30.0,Rejection Notification,2025-01-01 23:05:48,2025-01-01 23:14:57,Clerk 1
30.0,Case Closure,,,Appraiser 1
31.0,Application Receipt,2025-01-01 18:00:07,,Loan Officer 1
31.0,Document Verification,2025-01-01 18:18:10,2025-01-01 18:49:03,Clerk 1
31.0,Credit Check,2025-01-01 18:51:44,2025-01-01 19:55:14,Appraiser 1
31.0,Risk Assessment,,2025-01-01 20:20:58,Appraiser 1
31.0,Aproval Decision,2025-01-01 20:29:47,2025-01-01 20:55:03,Bank Teller 1
31.0,Loan Agreement Preparation,,2025-01-01 21:57:19,
31.0,Loan Disbusement,2025-01-01 22:01:06,,Bank Teller 1
,Caes Closure,2025-01-01 22:32:31,2025-01-01 22:43:34,Loan Officer 1
32.0,Application Receipt,2025-01-01 18:26:04,2025-01-01 18:40:06,Clerk 1
32.0,Document Verification,2025-01-01 18:40:12,2025-01-01 19:04:04,clerk 1
32.0,Credit Chek,2025-01-01 19:13:33,,
32.0,Risk Assessment,2025-01-01 20:24:53,2025-01-01 21:13:03,Risk Analyst 1
32.0,Approval Decision,2025-01-01 21:20:38,2025-01-01 21:42:29,MANAGER 1
,Rejection Notification,2025-01-01 21:47:24,2025-01-01 21:53:22,
32.0,Case Closure,2025-01-04 17:35:25,2025-01-01 22:13:04,
58024.0,Application Receipt,2025-01-01 18:42:12,2025-01-01 18:58:45,Loan Officer 1
58024.0,Document Varification,2025-01-03 10:26:31,2025-01-01 19:22:15,Clerk1
,Credit Check,2025-01-01 19:25:33,2025-01-01 20:24:31,
58024.0,Risk Assessment,,,bank teller 1
58024.0,Approval Decision,,2025-01-01 21:41:17,
58024.0,Loan Agreement Preparation,2025-01-01 22:37:16,2025-01-01 21:43:13,Legal Advisor 1
58024.0,Loan Disbursmnt,2025-01-01 22:44:53,2025-01-01 23:09:07,Bank Teller 1
58024.0,Case Closure,2025-01-01 23:10:58,2025-01-01 23:21:41,
34.0,Application Receipt,,2025-01-01 19:11:44,LoanOfficer1
34.0,Document Verification,2025-01-01 19:32:14,,
34.0,Rish Assessment,2025/01/01 21:04:15,2025-01-01 21:36:25,
34.0,Notarization,2025-01-01 21:46:10,2025-01-01 22:10:08,Manager 1
34.0,Loan Agreement Preparation,2025-01-01 22:15:40,,
34.0,Loan Disbursmnt,2025-01-01 23:25:13,2025-01-01 23:07:40,Bank Teller 1
34.0,Case Closure,01/01/2025 23:30:07,2025-01-01 23:42:51,loan officer 1
35.0,Aplication Receipt,2025-01-03 03:16:19,,Loan Officer 1
,Document Varification,2025/01/01 19:51:12,2025-01-01 20:06:29,Clerk 1
35.0,Credit Check,,,Clerk 1
35.0,Risk Assessment,2025-01-01 21:04:20,2025-01-01 21:42:03,Risk Analyst 1
35.0,Collateral Evaluation,2025-01-02 08:08:07,2025-01-01 23:08:43,Appraiser 1
,Approval Decision,2025-01-01 23:14:21,2025-01-01 23:33:00,MANAGER 1
35.0,Loan Agreement Prepartion,2025-01-01 23:34:11,,
35.0,Loan Disbursement,,2025-01-02 01:10:01,BankTeller1
35.0,Case Closure,2025-01-02 01:12:16,2025-01-02 01:18:59,Loan Officer 1
36.0,Application Receipt,,2025-01-01 20:07:57,LOAN OFFICER 1
36.0,Document Verifcation,2025-01-01 20:14:10,2025-01-01 20:43:44,Clerk 1
36.0,Credit Check,2025-01-01 20:49:50,,Clerk 1
,Risk Assessment,2025-01-01 21:40:06,2025-01-01 21:55:52,Bank Teller 1
36.0,Approval Decision,2025-01-01 21:57:58,,Manager 1
36.0,Rejection Notification,2025-01-01 22:22:50,2025-01-01 22:31:21,CLERK 1
36.0,Case Closure,2025-01-01 22:32:06,,Loan Officer 1
37.0,Application Receipt,2025-01-01 20:05:22,2025-01-01 20:20:27,
,Document Verification,,2025-01-01 20:45:47,Clerk 1
37.0,Credit Check,,2025-01-01 21:50:14,Credit Analyst 1
37.0,Risk Assessment,2025/01/01 21:58:07,2025-01-01 22:27:43,Legal Advisor 1
,Collateral Evaluation,2025-01-03 00:50:53,,
37.0,Approval Decision,2025/01/01 23:50:29,,Manager 1
37.0,Rejection Notification,2025-01-02 00:16:14,2025-01-02 00:25:03,
37.0,Case Cloasure,2025-01-02 00:33:19,,Loan Officer 1
38.0,Applicaton Receipt,01/01/2025 20:30:21,2025-01-01 20:46:24,LOAN OFFICER 1
,Document Verification,,2025-01-01 21:12:59,
38.0,Credit Check,01-01-2025 21:22,2025-01-01 21:55:09,Credit Analyst 1
,Risk Assessmnt,01.01.2025 22:36,,LEGAL ADVISOR 1
38.0,Approval Decision,2025-01-01 22:36:28,2025-01-01 23:01:34,Manager1
38.0,Loan Agreement Preparation,2025-01-01 23:05:53,,Legal Advisor 1
,Loan Disbursement,,,
,Case Closure,2025-01-02 00:33:31,2025-01-02 00:21:29,Loan Officer 1
51385.0,Application Receipt,,2025-01-01 21:10:51,
,Document Verification,2025-01-01 21:11:15,2025-01-01 21:41:37,Clerk 1
,Credit Check,01.01.2025 21:48,2025-01-01 22:24:36,CreditAnalyst1
51385.0,Risk Assessment,2025-01-01 22:33:46,,Legal Advisor 1
51385.0,Approval Decision,2025-01-01 23:25:39,2025-01-01 23:57:53,Manager 1
,Loan Agreement Prepartion,2025-01-02 00:55:34,,Legal Advisor 1
51385.0,Background Check,2025-01-02 00:58:54,2025-01-02 01:21:25,Risk Analyst 1
51385.0,Case Closure,2025-01-02 01:28:07,2025-01-02 01:39:48,clerk 1
40.0,Application Receipt,2025-01-01 21:16:06,2025-01-01 21:28:19,LoanOfficer1
40.0,Credit Check,2025-01-01 22:00:23,2025-01-01 22:53:18,Legal Advisor 1
,Risk Assessment,2025-01-02 11:38:02,2025-01-01 23:33:05,Risk Analyst 1
40.0,Approval Decision,2025-01-01 23:42:58,,Manager 1
40.0,Rejection Notification,2025-01-02 00:25:39,2025-01-02 00:18:38,
40.0,Case Closure,2025-01-02 00:27:31,2025-01-02 00:36:42,Loan Officer 1
41.0,Application Receipt,2025-01-01 21:41:14,2025-01-01 21:57:41,Loan Officer 1
41.0,Document Verification,01-01-2025 22:06,2025-01-01 22:46:38,Clerk 1
41.0,Credit Check,2025-01-01 22:51:01,2025-01-01 23:39:04,Credit Analyst 1
41.0,Rish Assessment,02.01.2025 00:23,,Risk Analyst 1
41.0,Approval Decision,2025-01-02 00:30:04,2025-01-02 00:55:18,Manager 1
41.0,Rejection Notification,02-01-2025 21:52,2025-01-02 01:12:34,Clerk 1
,Case Closure,,2025-01-02 01:35:53,
42.0,Application Receipt,2025-01-01 22:00:28,,Loan Officer 1
42.0,Document Verification,01/01/2025 22:27:21,2025-01-01 22:55:21,
42.0,Credit Check,2025/01/03 20:15:38,2025-01-01 23:34:06,Credit Analyst 1
42.0,Risk Assesment,2025-01-01 23:42:26,,LoanOfficer1
42.0,Collateral Evaluation,2025-01-02 00:35:22,2025-01-02 02:03:31,Appraiser 1
42.0,Property Survey,02.01.2025 02:07,2025-01-02 02:38:40,
42.0,Rejection Notification,2025-01-02 02:47:27,,Clerk 1
42.0,Case Closure,2025-01-02 03:04:25,2025-01-02 03:13:32,Loan Officer 1
43.0,Application Receipt,2025-01-04 09:45:30,2025-01-01 22:51:07,Loan Officer 1
43.0,Document Verifcation,2025-01-01 22:53:57,2025-01-01 23:20:45,Clerk 1
43.0,Credit Check,01.01.2025 23:30,2025-01-02 00:35:58,Credit Analyst 1
43.0,Risk Assessment,2025-01-02 00:40:52,2025-01-02 01:28:16,Risk Analyst 1
43.0,Approval Decision,2025-01-03 20:05:44,2025-01-02 02:02:43,Manager 1
43.0,Rejection Notification,2025-01-02 02:08:14,,Clerk 1
,Case Closure,2025-01-02 02:18:16,2025-01-02 02:27:22,Loan Officer 1
44.0,Application Receipt,2025-01-01 22:53:06,2025-01-01 23:08:17,
44.0,Document Verification,2025-01-01 23:15:44,2025-01-01 23:43:23,Clerk 1
44.0,Credut Check,2025-01-01 23:50:26,2025-01-02 00:44:54,
,Risk Assessment,,2025-01-02 01:22:23,RiskAnalyst1
44.0,Approval Decision,,2025-01-02 02:02:33,
44.0,Loan Agreement Preparation,2025-01-02 19:02:27,,Legal Advisor 1
,Loan Disbursement,,2025-01-02 03:03:01,Appraiser 1
44.0,Case Closure,,2025-01-02 03:18:31,
,Application Receipt,2025-01-01 23:13:37,,Credit Analyst 1
45.0,Document Verification,,,Clerk 1
45.0,Credit Check,2025-01-02 00:06:11,,Credit Analyst 1
45.0,Risk Assessment,2025-01-02 01:52:04,2025-01-02 01:13:49,RISK ANALYST 1
45.0,Approval Decision,2025-01-02 02:30:34,2025-01-02 01:58:34,
45.0,Rejection Notification,2025-01-02 02:39:10,2025-01-02 02:44:27,CLERK 1
45.0,Case Closure,,2025-01-02 02:56:19,
46.0,Application Receipt,2025-01-01 23:41:04,2025-01-02 00:01:53,Loan Officer 1
46.0,Document Verification,2025-01-02 00:08:12,2025-01-02 01:02:29,Clerk 1
,Credit Check,2025-01-02 01:09:57,2025-01-02 01:40:12,Credit Analyst 1
46.0,Risk Assessment,2025-01-03 05:28:24,2025-01-02 02:36:05,Risk Analyst 1
46.0,Collateral Evaluaton,2025-01-02 02:44:49,2025-01-02 04:31:15,Appraiser 1
,Approval Decision,,,Manager 1
46.0,Loan Agreement Preparation,02-01-2025 04:56,,Legal Advisor 1
,Loan Disbursement,2025-01-02 05:29:20,,
46.0,Case Closure,2025-01-02 05:49:30,2025-01-02 06:02:18,
,Document Verification,2025-01-02 00:30:42,2025-01-02 01:08:24,Appraiser 1
,Credit Check,,2025-01-02 01:10:49,Credit Analyst 1
47.0,Rish Assessment,2025-01-02 02:11:07,2025-01-02 02:48:13,Risk Analyst 1
